,state,year,expansion,gender,age,percentage
3117,Indiana,2018,Adopted,female,6-17,0.317098021
3118,Indiana,2018,Adopted,female,18-24,0.173182176
3119,Indiana,2018,Adopted,female,25-34,0.197783276
3120,Indiana,2018,Adopted,female,35-44,0.150132399
3121,Indiana,2018,Adopted,female,45-54,0.130425261
3122,Indiana,2018,Adopted,female,55-64,0.136418684
3123,Iowa,2018,Adopted,male,< 6,0.387271896
3124,Iowa,2018,Adopted,male,6-17,0.346802056
3125,Iowa,2018,Adopted,male,18-24,0.141956084
3126,Iowa,2018,Adopted,male,25-34,0.125236531
3127,Iowa,2018,Adopted,male,35-44,0.114634621
3128,Iowa,2018,Adopted,male,45-54,0.104772239
3129,Iowa,2018,Adopted,male,55-64,0.121555924
3130,Iowa,2018,Adopted,female,< 6,0.382992654
3131,Iowa,2018,Adopted,female,6-17,0.344894533
3132,Iowa,2018,Adopted,female,18-24,0.203652999
3133,Iowa,2018,Adopted,female,25-34,0.212943835
3134,Iowa,2018,Adopted,female,35-44,0.173373584
3135,Iowa,2018,Adopted,female,45-54,0.14209146
3136,Iowa,2018,Adopted,female,55-64,0.147034912
3137,Kansas,2018,Not Adopted,male,< 6,0.358207255
3138,Kansas,2018,Not Adopted,male,6-17,0.263546623
3139,Kansas,2018,Not Adopted,male,18-24,0.051080119
3140,Kansas,2018,Not Adopted,male,25-34,0.059019969
3141,Kansas,2018,Not Adopted,male,35-44,0.063915419
3142,Kansas,2018,Not Adopted,male,45-54,0.064847911
3143,Kansas,2018,Not Adopted,male,55-64,0.078700964
3144,Kansas,2018,Not Adopted,female,< 6,0.351748465
3145,Kansas,2018,Not Adopted,female,6-17,0.280808246
3146,Kansas,2018,Not Adopted,female,18-24,0.109300894
3147,Kansas,2018,Not Adopted,female,25-34,0.113183491
3148,Kansas,2018,Not Adopted,female,35-44,0.089366909
3149,Kansas,2018,Not Adopted,female,45-54,0.069393415
3150,Kansas,2018,Not Adopted,female,55-64,0.100933231
3151,Kentucky,2018,Adopted,male,< 6,0.507926647
3152,Kentucky,2018,Adopted,male,6-17,0.435964097
3153,Kentucky,2018,Adopted,male,18-24,0.196390445
3154,Kentucky,2018,Adopted,male,25-34,0.224585531
3155,Kentucky,2018,Adopted,male,35-44,0.205291645
3156,Kentucky,2018,Adopted,male,45-54,0.197076704
3157,Kentucky,2018,Adopted,male,55-64,0.203640381
3158,Kentucky,2018,Adopted,female,< 6,0.481067266
3159,Kentucky,2018,Adopted,female,6-17,0.413172253
3160,Kentucky,2018,Adopted,female,18-24,0.289270399
3161,Kentucky,2018,Adopted,female,25-34,0.296967563
3162,Kentucky,2018,Adopted,female,35-44,0.26950043
3163,Kentucky,2018,Adopted,female,45-54,0.225782568
3164,Kentucky,2018,Adopted,female,55-64,0.219708779
3165,Louisiana,2018,Adopted,male,< 6,0.565976109
3166,Louisiana,2018,Adopted,male,6-17,0.512056389
3167,Louisiana,2018,Adopted,male,18-24,0.21540148
3168,Louisiana,2018,Adopted,male,25-34,0.190424189
3169,Louisiana,2018,Adopted,male,35-44,0.163614972
3170,Louisiana,2018,Adopted,male,45-54,0.179290328
3171,Louisiana,2018,Adopted,male,55-64,0.186723069
3172,Louisiana,2018,Adopted,female,< 6,0.577681187
3173,Louisiana,2018,Adopted,female,6-17,0.508742483
3174,Louisiana,2018,Adopted,female,18-24,0.340356724
3175,Louisiana,2018,Adopted,female,25-34,0.320287745
3176,Louisiana,2018,Adopted,female,35-44,0.260688452
3177,Louisiana,2018,Adopted,female,45-54,0.22544455
3178,Louisiana,2018,Adopted,female,55-64,0.222774696
3179,Maine,2018,Adopted,male,< 6,0.324949873
3180,Maine,2018,Adopted,male,6-17,0.338966546
3181,Maine,2018,Adopted,male,18-24,0.131853009
3182,Maine,2018,Adopted,male,25-34,0.111966499
3183,Maine,2018,Adopted,male,35-44,0.127952939
3184,Maine,2018,Adopted,male,45-54,0.135100967
3185,Maine,2018,Adopted,male,55-64,0.149387218
3186,Maine,2018,Adopted,female,< 6,0.334877442
3187,Maine,2018,Adopted,female,6-17,0.306088379
3188,Maine,2018,Adopted,female,18-24,0.159257626
3189,Maine,2018,Adopted,female,25-34,0.167476162
3190,Maine,2018,Adopted,female,35-44,0.1872283
3191,Maine,2018,Adopted,female,45-54,0.140218744
3192,Maine,2018,Adopted,female,55-64,0.132392182
3193,Maryland,2018,Adopted,male,< 6,0.393075643
3194,Maryland,2018,Adopted,male,6-17,0.319641053
3195,Maryland,2018,Adopted,male,18-24,0.149098271
3196,Maryland,2018,Adopted,male,25-34,0.137552418
3197,Maryland,2018,Adopted,male,35-44,0.12081087
3198,Maryland,2018,Adopted,male,45-54,0.103436124
3199,Maryland,2018,Adopted,male,55-64,0.12268524
3200,Maryland,2018,Adopted,female,< 6,0.375092132
3201,Maryland,2018,Adopted,female,6-17,0.317092758
3202,Maryland,2018,Adopted,female,18-24,0.20522766
3203,Maryland,2018,Adopted,female,25-34,0.206538567
3204,Maryland,2018,Adopted,female,35-44,0.161254029
3205,Maryland,2018,Adopted,female,45-54,0.120286259
3206,Maryland,2018,Adopted,female,55-64,0.135244649
3207,Massachusetts,2018,Adopted,male,< 6,0.385015705
3208,Massachusetts,2018,Adopted,male,6-17,0.3363835
3209,Massachusetts,2018,Adopted,male,18-24,0.188947513
3210,Massachusetts,2018,Adopted,male,25-34,0.201629897
3211,Massachusetts,2018,Adopted,male,35-44,0.200235499
3212,Massachusetts,2018,Adopted,male,45-54,0.166350633
3213,Massachusetts,2018,Adopted,male,55-64,0.182975624
3214,Massachusetts,2018,Adopted,female,< 6,0.365084914
3215,Massachusetts,2018,Adopted,female,6-17,0.323428274
3216,Massachusetts,2018,Adopted,female,18-24,0.209698517
3217,Massachusetts,2018,Adopted,female,25-34,0.262217041
3218,Massachusetts,2018,Adopted,female,35-44,0.244000485
3219,Massachusetts,2018,Adopted,female,45-54,0.198388548
3220,Massachusetts,2018,Adopted,female,55-64,0.208505836
3221,Michigan,2018,Adopted,male,< 6,0.439699993
3222,Michigan,2018,Adopted,male,6-17,0.358179132
3223,Michigan,2018,Adopted,male,18-24,0.172335531
3224,Michigan,2018,Adopted,male,25-34,0.181202784
3225,Michigan,2018,Adopted,male,35-44,0.171132565
3226,Michigan,2018,Adopted,male,45-54,0.156722635
3227,Michigan,2018,Adopted,male,55-64,0.157544936
3228,Michigan,2018,Adopted,female,< 6,0.43847866
3229,Michigan,2018,Adopted,female,6-17,0.360396304
3230,Michigan,2018,Adopted,female,18-24,0.247713565
3231,Michigan,2018,Adopted,female,25-34,0.280245733
3232,Michigan,2018,Adopted,female,35-44,0.223198333
3233,Michigan,2018,Adopted,female,45-54,0.182430483
3234,Michigan,2018,Adopted,female,55-64,0.17660279
3235,Minnesota,2018,Adopted,male,< 6,0.357279015
3236,Minnesota,2018,Adopted,male,6-17,0.294619489
3237,Minnesota,2018,Adopted,male,18-24,0.150892903
3238,Minnesota,2018,Adopted,male,25-34,0.137622899
3239,Minnesota,2018,Adopted,male,35-44,0.130490434
3240,Minnesota,2018,Adopted,male,45-54,0.114496959
3241,Minnesota,2018,Adopted,male,55-64,0.117999557
3242,Minnesota,2018,Adopted,female,< 6,0.349605082
3243,Minnesota,2018,Adopted,female,6-17,0.295259367
3244,Minnesota,2018,Adopted,female,18-24,0.200259943
3245,Minnesota,2018,Adopted,female,25-34,0.212456067
3246,Minnesota,2018,Adopted,female,35-44,0.169951976
3247,Minnesota,2018,Adopted,female,45-54,0.124314389
3248,Minnesota,2018,Adopted,female,55-64,0.139095521
3249,Mississippi,2018,Not Adopted,male,< 6,0.545387927
3250,Mississippi,2018,Not Adopted,male,6-17,0.476038534
3251,Mississippi,2018,Not Adopted,male,18-24,0.077431456
3252,Mississippi,2018,Not Adopted,male,25-34,0.092042602
3253,Mississippi,2018,Not Adopted,male,35-44,0.089461137
3254,Mississippi,2018,Not Adopted,male,45-54,0.096389603
3255,Mississippi,2018,Not Adopted,male,55-64,0.176243844
3256,Mississippi,2018,Not Adopted,female,< 6,0.544433544
3257,Mississippi,2018,Not Adopted,female,6-17,0.472225404
3258,Mississippi,2018,Not Adopted,female,18-24,0.156169737
3259,Mississippi,2018,Not Adopted,female,25-34,0.169685309
3260,Mississippi,2018,Not Adopted,female,35-44,0.151814707
3261,Mississippi,2018,Not Adopted,female,45-54,0.127560243
3262,Mississippi,2018,Not Adopted,female,55-64,0.189204588
3263,Missouri,2018,Adopted,male,< 6,0.398217829
3264,Missouri,2018,Adopted,male,6-17,0.316265439
3265,Missouri,2018,Adopted,male,18-24,0.058977559
3266,Missouri,2018,Adopted,male,25-34,0.076226761
3267,Missouri,2018,Adopted,male,35-44,0.063511229
3268,Missouri,2018,Adopted,male,45-54,0.078870342
3269,Missouri,2018,Adopted,male,55-64,0.095616823
3270,Missouri,2018,Adopted,female,< 6,0.376551159
3271,Missouri,2018,Adopted,female,6-17,0.311110165
3272,Missouri,2018,Adopted,female,18-24,0.113654178
3273,Missouri,2018,Adopted,female,25-34,0.134770401
3274,Missouri,2018,Adopted,female,35-44,0.105569751
3275,Missouri,2018,Adopted,female,45-54,0.093771658
3276,Missouri,2018,Adopted,female,55-64,0.102744961
3277,Montana,2018,Adopted,male,< 6,0.475527237
3278,Montana,2018,Adopted,male,6-17,0.419887696
3279,Montana,2018,Adopted,male,18-24,0.132329278
3280,Montana,2018,Adopted,male,25-34,0.15619054
3281,Montana,2018,Adopted,male,35-44,0.182027793
3282,Montana,2018,Adopted,male,45-54,0.131781774
3283,Montana,2018,Adopted,male,55-64,0.129226626
3284,Montana,2018,Adopted,female,< 6,0.427508254
3285,Montana,2018,Adopted,female,6-17,0.4190818
3286,Montana,2018,Adopted,female,18-24,0.201354057
3287,Montana,2018,Adopted,female,25-34,0.211599433
3288,Montana,2018,Adopted,female,35-44,0.207244913
3289,Montana,2018,Adopted,female,45-54,0.145702497
3290,Montana,2018,Adopted,female,55-64,0.15304908
3291,Nebraska,2018,Adopted,male,< 6,0.30353956
3292,Nebraska,2018,Adopted,male,6-17,0.275716961
3293,Nebraska,2018,Adopted,male,18-24,0.057617379
3294,Nebraska,2018,Adopted,male,25-34,0.056730028
3295,Nebraska,2018,Adopted,male,35-44,0.063078051
3296,Nebraska,2018,Adopted,male,45-54,0.05476249
3297,Nebraska,2018,Adopted,male,55-64,0.075545707
3298,Nebraska,2018,Adopted,female,< 6,0.34930402
3299,Nebraska,2018,Adopted,female,6-17,0.260512944
3300,Nebraska,2018,Adopted,female,18-24,0.105292137
3301,Nebraska,2018,Adopted,female,25-34,0.11349696
3302,Nebraska,2018,Adopted,female,35-44,0.078639763
3303,Nebraska,2018,Adopted,female,45-54,0.061666542
3304,Nebraska,2018,Adopted,female,55-64,0.084243013
3305,Nevada,2018,Adopted,male,< 6,0.387449153
3306,Nevada,2018,Adopted,male,6-17,0.326800054
3307,Nevada,2018,Adopted,male,18-24,0.123835928
3308,Nevada,2018,Adopted,male,25-34,0.134926703
3309,Nevada,2018,Adopted,male,35-44,0.103119518
3310,Nevada,2018,Adopted,male,45-54,0.11148263
3311,Nevada,2018,Adopted,male,55-64,0.146623182
3312,Nevada,2018,Adopted,female,< 6,0.415863891
3313,Nevada,2018,Adopted,female,6-17,0.352024002
3314,Nevada,2018,Adopted,female,18-24,0.205866897
3315,Nevada,2018,Adopted,female,25-34,0.197797998
3316,Nevada,2018,Adopted,female,35-44,0.138033101
3317,Nevada,2018,Adopted,female,45-54,0.138754267
3318,Nevada,2018,Adopted,female,55-64,0.170408751
3319,New Hampshire,2018,Adopted,male,< 6,0.354507506
3320,New Hampshire,2018,Adopted,male,6-17,0.263751984
3321,New Hampshire,2018,Adopted,male,18-24,0.089132023
3322,New Hampshire,2018,Adopted,male,25-34,0.11654115
3323,New Hampshire,2018,Adopted,male,35-44,0.106284475
3324,New Hampshire,2018,Adopted,male,45-54,0.068587283
3325,New Hampshire,2018,Adopted,male,55-64,0.072787977
3326,New Hampshire,2018,Adopted,female,< 6,0.351076841
3327,New Hampshire,2018,Adopted,female,6-17,0.272686141
3328,New Hampshire,2018,Adopted,female,18-24,0.155714213
3329,New Hampshire,2018,Adopted,female,25-34,0.177844566
3330,New Hampshire,2018,Adopted,female,35-44,0.133383299
3331,New Hampshire,2018,Adopted,female,45-54,0.088142553
3332,New Hampshire,2018,Adopted,female,55-64,0.09506815
3333,New Jersey,2018,Adopted,male,< 6,0.326032493
3334,New Jersey,2018,Adopted,male,6-17,0.288943195
3335,New Jersey,2018,Adopted,male,18-24,0.134010428
3336,New Jersey,2018,Adopted,male,25-34,0.112362857
3337,New Jersey,2018,Adopted,male,35-44,0.103958194
3338,New Jersey,2018,Adopted,male,45-54,0.093263115
3339,New Jersey,2018,Adopted,male,55-64,0.105076909
3340,New Jersey,2018,Adopted,female,< 6,0.352947746
3341,New Jersey,2018,Adopted,female,6-17,0.295954913
3342,New Jersey,2018,Adopted,female,18-24,0.17765752
3343,New Jersey,2018,Adopted,female,25-34,0.161635978
3344,New Jersey,2018,Adopted,female,35-44,0.13918052
3345,New Jersey,2018,Adopted,female,45-54,0.120147649
3346,New Jersey,2018,Adopted,female,55-64,0.125941584
3347,New Mexico,2018,Adopted,male,< 6,0.653411154
3348,New Mexico,2018,Adopted,male,6-17,0.54759636
3349,New Mexico,2018,Adopted,male,18-24,0.307431233
3350,New Mexico,2018,Adopted,male,25-34,0.263513682
3351,New Mexico,2018,Adopted,male,35-44,0.248187758
3352,New Mexico,2018,Adopted,male,45-54,0.221527258
3353,New Mexico,2018,Adopted,male,55-64,0.237785092
3354,New Mexico,2018,Adopted,female,< 6,0.610361949
3355,New Mexico,2018,Adopted,female,6-17,0.514344125
3356,New Mexico,2018,Adopted,female,18-24,0.436339053
3357,New Mexico,2018,Adopted,female,25-34,0.362669512
3358,New Mexico,2018,Adopted,female,35-44,0.307362306
3359,New Mexico,2018,Adopted,female,45-54,0.253261785
3360,New Mexico,2018,Adopted,female,55-64,0.233668554
3361,New York,2018,Adopted,male,< 6,0.432586781
3362,New York,2018,Adopted,male,6-17,0.399722009
3363,New York,2018,Adopted,male,18-24,0.233393503
3364,New York,2018,Adopted,male,25-34,0.205889706
3365,New York,2018,Adopted,male,35-44,0.19770512
3366,New York,2018,Adopted,male,45-54,0.198482305
3367,New York,2018,Adopted,male,55-64,0.193386084
3368,New York,2018,Adopted,female,< 6,0.449169945
3369,New York,2018,Adopted,female,6-17,0.406145741
3370,New York,2018,Adopted,female,18-24,0.266623909
3371,New York,2018,Adopted,female,25-34,0.258093763
3372,New York,2018,Adopted,female,35-44,0.246508576
3373,New York,2018,Adopted,female,45-54,0.219663474
3374,New York,2018,Adopted,female,55-64,0.227518855
3375,North Carolina,2018,Adopted,male,< 6,0.466643554
3376,North Carolina,2018,Adopted,male,6-17,0.394224999
3377,North Carolina,2018,Adopted,male,18-24,0.098990707
3378,North Carolina,2018,Adopted,male,25-34,0.079642162
3379,North Carolina,2018,Adopted,male,35-44,0.073816808
3380,North Carolina,2018,Adopted,male,45-54,0.072056397
3381,North Carolina,2018,Adopted,male,55-64,0.094390068
3382,North Carolina,2018,Adopted,female,< 6,0.477299248
3383,North Carolina,2018,Adopted,female,6-17,0.389430969
3384,North Carolina,2018,Adopted,female,18-24,0.155045065
3385,North Carolina,2018,Adopted,female,25-34,0.149308833
3386,North Carolina,2018,Adopted,female,35-44,0.115927535
3387,North Carolina,2018,Adopted,female,45-54,0.097924201
3388,North Carolina,2018,Adopted,female,55-64,0.115624654
3389,North Dakota,2018,Adopted,male,< 6,0.257427327
3390,North Dakota,2018,Adopted,male,6-17,0.192783753
3391,North Dakota,2018,Adopted,male,18-24,0.055905211
3392,North Dakota,2018,Adopted,male,25-34,0.061491303
3393,North Dakota,2018,Adopted,male,35-44,0.078870518
3394,North Dakota,2018,Adopted,male,45-54,0.063727316
3395,North Dakota,2018,Adopted,male,55-64,0.051905769
3396,North Dakota,2018,Adopted,female,< 6,0.233232146
3397,North Dakota,2018,Adopted,female,6-17,0.173763312
3398,North Dakota,2018,Adopted,female,18-24,0.109699216
3399,North Dakota,2018,Adopted,female,25-34,0.151766364
3400,North Dakota,2018,Adopted,female,35-44,0.083431313
3401,North Dakota,2018,Adopted,female,45-54,0.074494545
3402,North Dakota,2018,Adopted,female,55-64,0.07638664
3403,Ohio,2018,Adopted,male,< 6,0.419381154
3404,Ohio,2018,Adopted,male,6-17,0.344655261
3405,Ohio,2018,Adopted,male,18-24,0.135622639
3406,Ohio,2018,Adopted,male,25-34,0.16502611
3407,Ohio,2018,Adopted,male,35-44,0.151382067
3408,Ohio,2018,Adopted,male,45-54,0.128455751
3409,Ohio,2018,Adopted,male,55-64,0.138561003
3410,Ohio,2018,Adopted,female,< 6,0.426463661
3411,Ohio,2018,Adopted,female,6-17,0.340172674
3412,Ohio,2018,Adopted,female,18-24,0.231762975
3413,Ohio,2018,Adopted,female,25-34,0.26743554
3414,Ohio,2018,Adopted,female,35-44,0.214106389
3415,Ohio,2018,Adopted,female,45-54,0.165150579
3416,Ohio,2018,Adopted,female,55-64,0.160086856
3417,Oklahoma,2018,Adopted,male,< 6,0.491858993
3418,Oklahoma,2018,Adopted,male,6-17,0.372608633
3419,Oklahoma,2018,Adopted,male,18-24,0.065235529
3420,Oklahoma,2018,Adopted,male,25-34,0.081756671
3421,Oklahoma,2018,Adopted,male,35-44,0.065976156
3422,Oklahoma,2018,Adopted,male,45-54,0.066952663
3423,Oklahoma,2018,Adopted,male,55-64,0.076834681
3424,Oklahoma,2018,Adopted,female,< 6,0.486873429
3425,Oklahoma,2018,Adopted,female,6-17,0.397489612
3426,Oklahoma,2018,Adopted,female,18-24,0.116381159
3427,Oklahoma,2018,Adopted,female,25-34,0.128002443
3428,Oklahoma,2018,Adopted,female,35-44,0.094541882
3429,Oklahoma,2018,Adopted,female,45-54,0.085330865
3430,Oklahoma,2018,Adopted,female,55-64,0.09897404
3431,Oregon,2018,Adopted,male,< 6,0.43460337
3432,Oregon,2018,Adopted,male,6-17,0.383740312
3433,Oregon,2018,Adopted,male,18-24,0.195847953
3434,Oregon,2018,Adopted,male,25-34,0.176271392
3435,Oregon,2018,Adopted,male,35-44,0.151917144
3436,Oregon,2018,Adopted,male,45-54,0.136317431
3437,Oregon,2018,Adopted,male,55-64,0.17332459
3438,Oregon,2018,Adopted,female,< 6,0.45400682
3439,Oregon,2018,Adopted,female,6-17,0.391576422
3440,Oregon,2018,Adopted,female,18-24,0.221564908
3441,Oregon,2018,Adopted,female,25-34,0.247366828
3442,Oregon,2018,Adopted,female,35-44,0.186943674
3443,Oregon,2018,Adopted,female,45-54,0.172506443
3444,Oregon,2018,Adopted,female,55-64,0.189583895
3445,Pennsylvania,2018,Adopted,male,< 6,0.413651082
3446,Pennsylvania,2018,Adopted,male,6-17,0.361685418
3447,Pennsylvania,2018,Adopted,male,18-24,0.15703949
3448,Pennsylvania,2018,Adopted,male,25-34,0.154556425
3449,Pennsylvania,2018,Adopted,male,35-44,0.133292534
3450,Pennsylvania,2018,Adopted,male,45-54,0.127108806
3451,Pennsylvania,2018,Adopted,male,55-64,0.142669649
3452,Pennsylvania,2018,Adopted,female,< 6,0.407834625
3453,Pennsylvania,2018,Adopted,female,6-17,0.358744261
3454,Pennsylvania,2018,Adopted,female,18-24,0.204227366
3455,Pennsylvania,2018,Adopted,female,25-34,0.227967959
3456,Pennsylvania,2018,Adopted,female,35-44,0.188227478
3457,Pennsylvania,2018,Adopted,female,45-54,0.160632238
3458,Pennsylvania,2018,Adopted,female,55-64,0.146778341
3459,Rhode Island,2018,Adopted,male,< 6,0.45724146
3460,Rhode Island,2018,Adopted,male,6-17,0.372828856
3461,Rhode Island,2018,Adopted,male,18-24,0.171298617
3462,Rhode Island,2018,Adopted,male,25-34,0.230559387
3463,Rhode Island,2018,Adopted,male,35-44,0.170150439
3464,Rhode Island,2018,Adopted,male,45-54,0.177915294
3465,Rhode Island,2018,Adopted,male,55-64,0.188018043
3466,Rhode Island,2018,Adopted,female,< 6,0.444338608
3467,Rhode Island,2018,Adopted,female,6-17,0.345869711
3468,Rhode Island,2018,Adopted,female,18-24,0.19527624
3469,Rhode Island,2018,Adopted,female,25-34,0.280056444
3470,Rhode Island,2018,Adopted,female,35-44,0.232468483
3471,Rhode Island,2018,Adopted,female,45-54,0.189113543
3472,Rhode Island,2018,Adopted,female,55-64,0.169609969
3473,South Carolina,2018,Not Adopted,male,< 6,0.497493517
3474,South Carolina,2018,Not Adopted,male,6-17,0.407397022
3475,South Carolina,2018,Not Adopted,male,18-24,0.0936217
3476,South Carolina,2018,Not Adopted,male,25-34,0.078729011
3477,South Carolina,2018,Not Adopted,male,35-44,0.090957903
3478,South Carolina,2018,Not Adopted,male,45-54,0.079808906
3479,South Carolina,2018,Not Adopted,male,55-64,0.122889441
3480,South Carolina,2018,Not Adopted,female,< 6,0.487716581
3481,South Carolina,2018,Not Adopted,female,6-17,0.423882265
3482,South Carolina,2018,Not Adopted,female,18-24,0.180721459
3483,South Carolina,2018,Not Adopted,female,25-34,0.201603924
3484,South Carolina,2018,Not Adopted,female,35-44,0.147157149
3485,South Carolina,2018,Not Adopted,female,45-54,0.105506174
3486,South Carolina,2018,Not Adopted,female,55-64,0.125898212
3487,South Dakota,2018,Adopted,male,< 6,0.397263562
3488,South Dakota,2018,Adopted,male,6-17,0.291519682
3489,South Dakota,2018,Adopted,male,18-24,0.061255779
3490,South Dakota,2018,Adopted,male,25-34,0.050556233
3491,South Dakota,2018,Adopted,male,35-44,0.057006852
3492,South Dakota,2018,Adopted,male,45-54,0.072195506
3493,South Dakota,2018,Adopted,male,55-64,0.06152408
3494,South Dakota,2018,Adopted,female,< 6,0.307725569
3495,South Dakota,2018,Adopted,female,6-17,0.268339509
3496,South Dakota,2018,Adopted,female,18-24,0.101250814
3497,South Dakota,2018,Adopted,female,25-34,0.110200227
3498,South Dakota,2018,Adopted,female,35-44,0.090633614
3499,South Dakota,2018,Adopted,female,45-54,0.0663427
3500,South Dakota,2018,Adopted,female,55-64,0.088815567
3501,Tennessee,2018,Not Adopted,male,< 6,0.485131557
3502,Tennessee,2018,Not Adopted,male,6-17,0.389033478
3503,Tennessee,2018,Not Adopted,male,18-24,0.111721587
3504,Tennessee,2018,Not Adopted,male,25-34,0.094534176
3505,Tennessee,2018,Not Adopted,male,35-44,0.102405601
3506,Tennessee,2018,Not Adopted,male,45-54,0.102772774
3507,Tennessee,2018,Not Adopted,male,55-64,0.118383538
3508,Tennessee,2018,Not Adopted,female,< 6,0.518342397
3509,Tennessee,2018,Not Adopted,female,6-17,0.396789593
3510,Tennessee,2018,Not Adopted,female,18-24,0.200403625
3511,Tennessee,2018,Not Adopted,female,25-34,0.225950712
3512,Tennessee,2018,Not Adopted,female,35-44,0.171721821
3513,Tennessee,2018,Not Adopted,female,45-54,0.124700069
3514,Tennessee,2018,Not Adopted,female,55-64,0.142390253
3515,Texas,2018,Not Adopted,male,< 6,0.446160762
3516,Texas,2018,Not Adopted,male,6-17,0.353333614
3517,Texas,2018,Not Adopted,male,18-24,0.056927309
3518,Texas,2018,Not Adopted,male,25-34,0.060128869
3519,Texas,2018,Not Adopted,male,35-44,0.052743669
3520,Texas,2018,Not Adopted,male,45-54,0.060274787
3521,Texas,2018,Not Adopted,male,55-64,0.086702367
3522,Texas,2018,Not Adopted,female,< 6,0.450686971
3523,Texas,2018,Not Adopted,female,6-17,0.363386387
3524,Texas,2018,Not Adopted,female,18-24,0.094439057
3525,Texas,2018,Not Adopted,female,25-34,0.095014508
3526,Texas,2018,Not Adopted,female,35-44,0.079015778
3527,Texas,2018,Not Adopted,female,45-54,0.074216286
3528,Texas,2018,Not Adopted,female,55-64,0.104503186
3529,Utah,2018,Adopted,male,< 6,0.21918511
3530,Utah,2018,Adopted,male,6-17,0.169269329
3531,Utah,2018,Adopted,male,18-24,0.037793678
3532,Utah,2018,Adopted,male,25-34,0.057451514
3533,Utah,2018,Adopted,male,35-44,0.050803419
3534,Utah,2018,Adopted,male,45-54,0.056344437
3535,Utah,2018,Adopted,male,55-64,0.058800061
3536,Utah,2018,Adopted,female,< 6,0.205297968
3537,Utah,2018,Adopted,female,6-17,0.155543998
3538,Utah,2018,Adopted,female,18-24,0.059188656
3539,Utah,2018,Adopted,female,25-34,0.095261098
3540,Utah,2018,Adopted,female,35-44,0.087855406
3541,Utah,2018,Adopted,female,45-54,0.055910594
3542,Utah,2018,Adopted,female,55-64,0.090993044
3543,Vermont,2018,Adopted,male,< 6,0.387966346
3544,Vermont,2018,Adopted,male,6-17,0.420170078
3545,Vermont,2018,Adopted,male,18-24,0.16528952
3546,Vermont,2018,Adopted,male,25-34,0.232840722
3547,Vermont,2018,Adopted,male,35-44,0.189282449
3548,Vermont,2018,Adopted,male,45-54,0.167640202
3549,Vermont,2018,Adopted,male,55-64,0.18546474
3550,Vermont,2018,Adopted,female,< 6,0.354783793
3551,Vermont,2018,Adopted,female,6-17,0.395951079
3552,Vermont,2018,Adopted,female,18-24,0.195774227
3553,Vermont,2018,Adopted,female,25-34,0.247818959
3554,Vermont,2018,Adopted,female,35-44,0.212954897
3555,Vermont,2018,Adopted,female,45-54,0.225956567
3556,Vermont,2018,Adopted,female,55-64,0.192162283
3557,Virginia,2018,Adopted,male,< 6,0.300932643
3558,Virginia,2018,Adopted,male,6-17,0.253126023
3559,Virginia,2018,Adopted,male,18-24,0.054045868
3560,Virginia,2018,Adopted,male,25-34,0.052511745
3561,Virginia,2018,Adopted,male,35-44,0.047785518
3562,Virginia,2018,Adopted,male,45-54,0.046802857
3563,Virginia,2018,Adopted,male,55-64,0.059123308
3564,Virginia,2018,Adopted,female,< 6,0.315710383
3565,Virginia,2018,Adopted,female,6-17,0.255380888
3566,Virginia,2018,Adopted,female,18-24,0.094394808
3567,Virginia,2018,Adopted,female,25-34,0.118816847
3568,Virginia,2018,Adopted,female,35-44,0.089898382
3569,Virginia,2018,Adopted,female,45-54,0.063133881
3570,Virginia,2018,Adopted,female,55-64,0.070314697
3571,Washington,2018,Adopted,male,< 6,0.4176764
3572,Washington,2018,Adopted,male,6-17,0.390318884
3573,Washington,2018,Adopted,male,18-24,0.16753609
3574,Washington,2018,Adopted,male,25-34,0.157372473
3575,Washington,2018,Adopted,male,35-44,0.130300657
3576,Washington,2018,Adopted,male,45-54,0.125168896
3577,Washington,2018,Adopted,male,55-64,0.133164022
3578,Washington,2018,Adopted,female,< 6,0.419963201
3579,Washington,2018,Adopted,female,6-17,0.3794959
3580,Washington,2018,Adopted,female,18-24,0.242215016
3581,Washington,2018,Adopted,female,25-34,0.207224179
3582,Washington,2018,Adopted,female,35-44,0.1580505
3583,Washington,2018,Adopted,female,45-54,0.143790878
3584,Washington,2018,Adopted,female,55-64,0.145986175
3585,West Virginia,2018,Adopted,male,< 6,0.532403415
3586,West Virginia,2018,Adopted,male,6-17,0.45279393
3587,West Virginia,2018,Adopted,male,18-24,0.173388346
3588,West Virginia,2018,Adopted,male,25-34,0.221265523
3589,West Virginia,2018,Adopted,male,35-44,0.245737429
3590,West Virginia,2018,Adopted,male,45-54,0.178252886
3591,West Virginia,2018,Adopted,male,55-64,0.197632717
3592,West Virginia,2018,Adopted,female,< 6,0.528785644
3593,West Virginia,2018,Adopted,female,6-17,0.441836318
3594,West Virginia,2018,Adopted,female,18-24,0.260760699
3595,West Virginia,2018,Adopted,female,25-34,0.329085058
3596,West Virginia,2018,Adopted,female,35-44,0.284982903
3597,West Virginia,2018,Adopted,female,45-54,0.227642698
3598,West Virginia,2018,Adopted,female,55-64,0.221695577
3599,Wisconsin,2018,Not Adopted,male,< 6,0.338321855
3600,Wisconsin,2018,Not Adopted,male,6-17,0.300662181
3601,Wisconsin,2018,Not Adopted,male,18-24,0.0976531
