,state,year,expansion,gender,age,percentage
1264,Pennsylvania,2015,Adopted,male,25-34,0.10982336
1265,Pennsylvania,2015,Adopted,male,35-44,0.111584322
1266,Pennsylvania,2015,Adopted,male,45-54,0.107409549
1267,Pennsylvania,2015,Adopted,male,55-64,0.111907639
1268,Pennsylvania,2015,Adopted,female,< 6,0.39806425
1269,Pennsylvania,2015,Adopted,female,6-17,0.350998512
1270,Pennsylvania,2015,Adopted,female,18-24,0.192664542
1271,Pennsylvania,2015,Adopted,female,25-34,0.20426011
1272,Pennsylvania,2015,Adopted,female,35-44,0.168570199
1273,Pennsylvania,2015,Adopted,female,45-54,0.139281057
1274,Pennsylvania,2015,Adopted,female,55-64,0.13085716
1275,Rhode Island,2015,Adopted,male,< 6,0.424780306
1276,Rhode Island,2015,Adopted,male,6-17,0.356946897
1277,Rhode Island,2015,Adopted,male,18-24,0.170734335
1278,Rhode Island,2015,Adopted,male,25-34,0.178618496
1279,Rhode Island,2015,Adopted,male,35-44,0.180198944
1280,Rhode Island,2015,Adopted,male,45-54,0.160851316
1281,Rhode Island,2015,Adopted,male,55-64,0.158653495
1282,Rhode Island,2015,Adopted,female,< 6,0.363158561
1283,Rhode Island,2015,Adopted,female,6-17,0.356586881
1284,Rhode Island,2015,Adopted,female,18-24,0.195630293
1285,Rhode Island,2015,Adopted,female,25-34,0.297637706
1286,Rhode Island,2015,Adopted,female,35-44,0.216147754
1287,Rhode Island,2015,Adopted,female,45-54,0.173945862
1288,Rhode Island,2015,Adopted,female,55-64,0.215420504
1289,South Carolina,2015,Not Adopted,male,< 6,0.500372947
1290,South Carolina,2015,Not Adopted,male,6-17,0.413045598
1291,South Carolina,2015,Not Adopted,male,18-24,0.116938962
1292,South Carolina,2015,Not Adopted,male,25-34,0.088645999
1293,South Carolina,2015,Not Adopted,male,35-44,0.086413061
1294,South Carolina,2015,Not Adopted,male,45-54,0.091609296
1295,South Carolina,2015,Not Adopted,male,55-64,0.107598067
1296,South Carolina,2015,Not Adopted,female,< 6,0.485900926
1297,South Carolina,2015,Not Adopted,female,6-17,0.419651207
1298,South Carolina,2015,Not Adopted,female,18-24,0.203341034
1299,South Carolina,2015,Not Adopted,female,25-34,0.1940351
1300,South Carolina,2015,Not Adopted,female,35-44,0.136584115
1301,South Carolina,2015,Not Adopted,female,45-54,0.109558526
1302,South Carolina,2015,Not Adopted,female,55-64,0.125199709
1303,South Dakota,2015,Adopted,male,< 6,0.366316372
1304,South Dakota,2015,Adopted,male,6-17,0.319656329
1305,South Dakota,2015,Adopted,male,18-24,0.102873725
1306,South Dakota,2015,Adopted,male,25-34,0.047462389
1307,South Dakota,2015,Adopted,male,35-44,0.067044439
1308,South Dakota,2015,Adopted,male,45-54,0.039946815
1309,South Dakota,2015,Adopted,male,55-64,0.064960945
1310,South Dakota,2015,Adopted,female,< 6,0.341096833
1311,South Dakota,2015,Adopted,female,6-17,0.325178853
1312,South Dakota,2015,Adopted,female,18-24,0.101172056
1313,South Dakota,2015,Adopted,female,25-34,0.107249329
1314,South Dakota,2015,Adopted,female,35-44,0.092792697
1315,South Dakota,2015,Adopted,female,45-54,0.067272833
1316,South Dakota,2015,Adopted,female,55-64,0.091017901
1317,Tennessee,2015,Not Adopted,male,< 6,0.481606269
1318,Tennessee,2015,Not Adopted,male,6-17,0.390538107
1319,Tennessee,2015,Not Adopted,male,18-24,0.143577996
1320,Tennessee,2015,Not Adopted,male,25-34,0.111777745
1321,Tennessee,2015,Not Adopted,male,35-44,0.099153296
1322,Tennessee,2015,Not Adopted,male,45-54,0.097983904
1323,Tennessee,2015,Not Adopted,male,55-64,0.11864807
1324,Tennessee,2015,Not Adopted,female,< 6,0.477881886
1325,Tennessee,2015,Not Adopted,female,6-17,0.386070175
1326,Tennessee,2015,Not Adopted,female,18-24,0.207749657
1327,Tennessee,2015,Not Adopted,female,25-34,0.224273037
1328,Tennessee,2015,Not Adopted,female,35-44,0.159236633
1329,Tennessee,2015,Not Adopted,female,45-54,0.114738718
1330,Tennessee,2015,Not Adopted,female,55-64,0.127606492
1331,Texas,2015,Not Adopted,male,< 6,0.472902638
1332,Texas,2015,Not Adopted,male,6-17,0.377869643
1333,Texas,2015,Not Adopted,male,18-24,0.082892522
1334,Texas,2015,Not Adopted,male,25-34,0.054146828
1335,Texas,2015,Not Adopted,male,35-44,0.053730387
1336,Texas,2015,Not Adopted,male,45-54,0.062804879
1337,Texas,2015,Not Adopted,male,55-64,0.083630388
1338,Texas,2015,Not Adopted,female,< 6,0.472651734
1339,Texas,2015,Not Adopted,female,6-17,0.376464144
1340,Texas,2015,Not Adopted,female,18-24,0.127885394
1341,Texas,2015,Not Adopted,female,25-34,0.096568742
1342,Texas,2015,Not Adopted,female,35-44,0.073717434
1343,Texas,2015,Not Adopted,female,45-54,0.076635196
1344,Texas,2015,Not Adopted,female,55-64,0.101905257
1345,Utah,2015,Adopted,male,< 6,0.245145456
1346,Utah,2015,Adopted,male,6-17,0.185302752
1347,Utah,2015,Adopted,male,18-24,0.05368915
1348,Utah,2015,Adopted,male,25-34,0.06673395
1349,Utah,2015,Adopted,male,35-44,0.054121147
1350,Utah,2015,Adopted,male,45-54,0.05537688
1351,Utah,2015,Adopted,male,55-64,0.059719727
1352,Utah,2015,Adopted,female,< 6,0.238473532
1353,Utah,2015,Adopted,female,6-17,0.178082005
1354,Utah,2015,Adopted,female,18-24,0.056548503
1355,Utah,2015,Adopted,female,25-34,0.098367852
1356,Utah,2015,Adopted,female,35-44,0.071924281
1357,Utah,2015,Adopted,female,45-54,0.066338404
1358,Utah,2015,Adopted,female,55-64,0.074239157
1359,Vermont,2015,Adopted,male,< 6,0.526229687
1360,Vermont,2015,Adopted,male,6-17,0.465141032
1361,Vermont,2015,Adopted,male,18-24,0.162781955
1362,Vermont,2015,Adopted,male,25-34,0.253906472
1363,Vermont,2015,Adopted,male,35-44,0.239754399
1364,Vermont,2015,Adopted,male,45-54,0.210178514
1365,Vermont,2015,Adopted,male,55-64,0.180772391
1366,Vermont,2015,Adopted,female,< 6,0.536017669
1367,Vermont,2015,Adopted,female,6-17,0.440896221
1368,Vermont,2015,Adopted,female,18-24,0.225159611
1369,Vermont,2015,Adopted,female,25-34,0.328416884
1370,Vermont,2015,Adopted,female,35-44,0.287695951
1371,Vermont,2015,Adopted,female,45-54,0.194167025
1372,Vermont,2015,Adopted,female,55-64,0.179475886
1373,Virginia,2015,Adopted,male,< 6,0.312715401
1374,Virginia,2015,Adopted,male,6-17,0.259981888
1375,Virginia,2015,Adopted,male,18-24,0.061286154
1376,Virginia,2015,Adopted,male,25-34,0.058878201
1377,Virginia,2015,Adopted,male,35-44,0.050206851
1378,Virginia,2015,Adopted,male,45-54,0.049112933
1379,Virginia,2015,Adopted,male,55-64,0.05375692
1380,Virginia,2015,Adopted,female,< 6,0.319221117
1381,Virginia,2015,Adopted,female,6-17,0.261098339
1382,Virginia,2015,Adopted,female,18-24,0.092458536
1383,Virginia,2015,Adopted,female,25-34,0.113006821
1384,Virginia,2015,Adopted,female,35-44,0.076377831
1385,Virginia,2015,Adopted,female,45-54,0.067483723
1386,Virginia,2015,Adopted,female,55-64,0.065494139
1387,Washington,2015,Adopted,male,< 6,0.428772236
1388,Washington,2015,Adopted,male,6-17,0.376817805
1389,Washington,2015,Adopted,male,18-24,0.1756414
1390,Washington,2015,Adopted,male,25-34,0.149778839
1391,Washington,2015,Adopted,male,35-44,0.127279269
1392,Washington,2015,Adopted,male,45-54,0.130693082
1393,Washington,2015,Adopted,male,55-64,0.13588837
1394,Washington,2015,Adopted,female,< 6,0.422839127
1395,Washington,2015,Adopted,female,6-17,0.376826301
1396,Washington,2015,Adopted,female,18-24,0.222977308
1397,Washington,2015,Adopted,female,25-34,0.221047014
1398,Washington,2015,Adopted,female,35-44,0.168631429
1399,Washington,2015,Adopted,female,45-54,0.140828188
1400,Washington,2015,Adopted,female,55-64,0.151840736
1401,West Virginia,2015,Adopted,male,< 6,0.525866184
1402,West Virginia,2015,Adopted,male,6-17,0.451973886
1403,West Virginia,2015,Adopted,male,18-24,0.219414102
1404,West Virginia,2015,Adopted,male,25-34,0.251597537
1405,West Virginia,2015,Adopted,male,35-44,0.222691331
1406,West Virginia,2015,Adopted,male,45-54,0.200279695
1407,West Virginia,2015,Adopted,male,55-64,0.168702654
1408,West Virginia,2015,Adopted,female,< 6,0.516169336
1409,West Virginia,2015,Adopted,female,6-17,0.447691794
1410,West Virginia,2015,Adopted,female,18-24,0.27914837
1411,West Virginia,2015,Adopted,female,25-34,0.348362583
1412,West Virginia,2015,Adopted,female,35-44,0.299518017
1413,West Virginia,2015,Adopted,female,45-54,0.250917603
1414,West Virginia,2015,Adopted,female,55-64,0.217810853
1415,Wisconsin,2015,Not Adopted,male,< 6,0.387075699
1416,Wisconsin,2015,Not Adopted,male,6-17,0.301370166
1417,Wisconsin,2015,Not Adopted,male,18-24,0.1088969
1418,Wisconsin,2015,Not Adopted,male,25-34,0.123354983
1419,Wisconsin,2015,Not Adopted,male,35-44,0.119660955
1420,Wisconsin,2015,Not Adopted,male,45-54,0.104337367
1421,Wisconsin,2015,Not Adopted,male,55-64,0.105568077
1422,Wisconsin,2015,Not Adopted,female,< 6,0.353983582
1423,Wisconsin,2015,Not Adopted,female,6-17,0.325024867
1424,Wisconsin,2015,Not Adopted,female,18-24,0.156077478
1425,Wisconsin,2015,Not Adopted,female,25-34,0.210275627
1426,Wisconsin,2015,Not Adopted,female,35-44,0.160743073
1427,Wisconsin,2015,Not Adopted,female,45-54,0.119725956
1428,Wisconsin,2015,Not Adopted,female,55-64,0.120563789
1429,Wyoming,2015,Not Adopted,male,< 6,0.336086249
1430,Wyoming,2015,Not Adopted,male,6-17,0.257578734
1431,Wyoming,2015,Not Adopted,male,18-24,0.066769021
1432,Wyoming,2015,Not Adopted,male,25-34,0.051453451
1433,Wyoming,2015,Not Adopted,male,35-44,0.049580266
1434,Wyoming,2015,Not Adopted,male,45-54,0.028000592
1435,Wyoming,2015,Not Adopted,male,55-64,0.047624899
1436,Wyoming,2015,Not Adopted,female,< 6,0.31583533
1437,Wyoming,2015,Not Adopted,female,6-17,0.206846641
1438,Wyoming,2015,Not Adopted,female,18-24,0.146410568
1439,Wyoming,2015,Not Adopted,female,25-34,0.088551205
1440,Wyoming,2015,Not Adopted,female,35-44,0.070027766
1441,Wyoming,2015,Not Adopted,female,45-54,0.050210149
1442,Wyoming,2015,Not Adopted,female,55-64,0.070232454
1443,Puerto Rico,2015,,male,< 6,0.705270307
1444,Puerto Rico,2015,,male,6-17,0.618386202
1445,Puerto Rico,2015,,male,18-24,0.488940045
1446,Puerto Rico,2015,,male,25-34,0.450564154
1447,Puerto Rico,2015,,male,35-44,0.406097822
1448,Puerto Rico,2015,,male,45-54,0.419446757
1449,Puerto Rico,2015,,male,55-64,0.413086478
1450,Puerto Rico,2015,,female,< 6,0.701086372
1451,Puerto Rico,2015,,female,6-17,0.592937997
1452,Puerto Rico,2015,,female,18-24,0.567790621
1453,Puerto Rico,2015,,female,25-34,0.565208903
1454,Puerto Rico,2015,,female,35-44,0.455982241
1455,Puerto Rico,2015,,female,45-54,0.450971824
1456,Puerto Rico,2015,,female,55-64,0.436051113
1457,Alabama,2016,Not Adopted,male,< 6,0.499362448
1458,Alabama,2016,Not Adopted,male,6-17,0.417334994
1459,Alabama,2016,Not Adopted,male,18-24,0.10626871
1460,Alabama,2016,Not Adopted,male,25-34,0.084100447
1461,Alabama,2016,Not Adopted,male,35-44,0.084613697
1462,Alabama,2016,Not Adopted,male,45-54,0.087292111
1463,Alabama,2016,Not Adopted,male,55-64,0.122432647
1464,Alabama,2016,Not Adopted,female,< 6,0.516655807
1465,Alabama,2016,Not Adopted,female,6-17,0.439786363
1466,Alabama,2016,Not Adopted,female,18-24,0.181716429
1467,Alabama,2016,Not Adopted,female,25-34,0.162885314
1468,Alabama,2016,Not Adopted,female,35-44,0.107856139
1469,Alabama,2016,Not Adopted,female,45-54,0.125127601
1470,Alabama,2016,Not Adopted,female,55-64,0.131362182
1471,Alaska,2016,Adopted,male,< 6,0.411221478
1472,Alaska,2016,Adopted,male,6-17,0.296531134
1473,Alaska,2016,Adopted,male,18-24,0.125016832
1474,Alaska,2016,Adopted,male,25-34,0.11326113
1475,Alaska,2016,Adopted,male,35-44,0.112424959
1476,Alaska,2016,Adopted,male,45-54,0.080293793
1477,Alaska,2016,Adopted,male,55-64,0.094559061
1478,Alaska,2016,Adopted,female,< 6,0.372242175
1479,Alaska,2016,Adopted,female,6-17,0.342816677
1480,Alaska,2016,Adopted,female,18-24,0.163629326
1481,Alaska,2016,Adopted,female,25-34,0.167517156
1482,Alaska,2016,Adopted,female,35-44,0.144698094
1483,Alaska,2016,Adopted,female,45-54,0.118811652
1484,Alaska,2016,Adopted,female,55-64,0.103080828
1485,Arizona,2016,Adopted,male,< 6,0.445046151
1486,Arizona,2016,Adopted,male,6-17,0.39438977
1487,Arizona,2016,Adopted,male,18-24,0.187985813
1488,Arizona,2016,Adopted,male,25-34,0.171829146
1489,Arizona,2016,Adopted,male,35-44,0.167439059
1490,Arizona,2016,Adopted,male,45-54,0.161329403
1491,Arizona,2016,Adopted,male,55-64,0.157828214
1492,Arizona,2016,Adopted,female,< 6,0.449216217
1493,Arizona,2016,Adopted,female,6-17,0.393509376
1494,Arizona,2016,Adopted,female,18-24,0.236580178
1495,Arizona,2016,Adopted,female,25-34,0.262085197
1496,Arizona,2016,Adopted,female,35-44,0.226599444
1497,Arizona,2016,Adopted,female,45-54,0.189402892
1498,Arizona,2016,Adopted,female,55-64,0.178333628
1499,Arkansas,2016,Adopted,male,< 6,0.56978882
1500,Arkansas,2016,Adopted,male,6-17,0.507170437
1501,Arkansas,2016,Adopted,male,18-24,0.191601104
1502,Arkansas,2016,Adopted,male,25-34,0.158077854
1503,Arkansas,2016,Adopted,male,35-44,0.162896973
1504,Arkansas,2016,Adopted,male,45-54,0.157185197
1505,Arkansas,2016,Adopted,male,55-64,0.176928446
1506,Arkansas,2016,Adopted,female,< 6,0.593000636
1507,Arkansas,2016,Adopted,female,6-17,0.494803984
1508,Arkansas,2016,Adopted,female,18-24,0.250823062
1509,Arkansas,2016,Adopted,female,25-34,0.256574327
1510,Arkansas,2016,Adopted,female,35-44,0.206410144
1511,Arkansas,2016,Adopted,female,45-54,0.181641488
1512,Arkansas,2016,Adopted,female,55-64,0.201331431
1513,California,2016,Adopted,male,< 6,0.476776744
1514,California,2016,Adopted,male,6-17,0.43957609
1515,California,2016,Adopted,male,18-24,0.267169267
1516,California,2016,Adopted,male,25-34,0.189211907
1517,California,2016,Adopted,male,35-44,0.17251884
1518,California,2016,Adopted,male,45-54,0.179731381
1519,California,2016,Adopted,male,55-64,0.195203233
1520,California,2016,Adopted,female,< 6,0.478656174
1521,California,2016,Adopted,female,6-17,0.43697301
1522,California,2016,Adopted,female,18-24,0.306621287
1523,California,2016,Adopted,female,25-34,0.261782289
1524,California,2016,Adopted,female,35-44,0.228828929
1525,California,2016,Adopted,female,45-54,0.211485354
1526,California,2016,Adopted,female,55-64,0.219617799
1527,Colorado,2016,Adopted,male,< 6,0.375699962
1528,Colorado,2016,Adopted,male,6-17,0.347188187
1529,Colorado,2016,Adopted,male,18-24,0.161285857
1530,Colorado,2016,Adopted,male,25-34,0.142475789
1531,Colorado,2016,Adopted,male,35-44,0.119888559
1532,Colorado,2016,Adopted,male,45-54,0.127881825
1533,Colorado,2016,Adopted,male,55-64,0.128166156
1534,Colorado,2016,Adopted,female,< 6,0.38286231
1535,Colorado,2016,Adopted,female,6-17,0.34743878
1536,Colorado,2016,Adopted,female,18-24,0.225514674
1537,Colorado,2016,Adopted,female,25-34,0.20891113
1538,Colorado,2016,Adopted,female,35-44,0.156519625
1539,Colorado,2016,Adopted,female,45-54,0.130340625
1540,Colorado,2016,Adopted,female,55-64,0.14035068
1541,Connecticut,2016,Adopted,male,< 6,0.394093955
1542,Connecticut,2016,Adopted,male,6-17,0.337462708
1543,Connecticut,2016,Adopted,male,18-24,0.180860128
1544,Connecticut,2016,Adopted,male,25-34,0.156553627
1545,Connecticut,2016,Adopted,male,35-44,0.157202457
1546,Connecticut,2016,Adopted,male,45-54,0.130792656
1547,Connecticut,2016,Adopted,male,55-64,0.121957296
1548,Connecticut,2016,Adopted,female,< 6,0.410308825
1549,Connecticut,2016,Adopted,female,6-17,0.340212974
1550,Connecticut,2016,Adopted,female,18-24,0.235415068
1551,Connecticut,2016,Adopted,female,25-34,0.252726608
1552,Connecticut,2016,Adopted,female,35-44,0.214396907
1553,Connecticut,2016,Adopted,female,45-54,0.150417281
1554,Connecticut,2016,Adopted,female,55-64,0.149085713
1555,Delaware,2016,Adopted,male,< 6,0.43642293
1556,Delaware,2016,Adopted,male,6-17,0.339691972
1557,Delaware,2016,Adopted,male,18-24,0.178773116
1558,Delaware,2016,Adopted,male,25-34,0.164242943
1559,Delaware,2016,Adopted,male,35-44,0.150679464
1560,Delaware,2016,Adopted,male,45-54,0.109669572
1561,Delaware,2016,Adopted,male,55-64,0.129649711
1562,Delaware,2016,Adopted,female,< 6,0.436813622
1563,Delaware,2016,Adopted,female,6-17,0.354493291
1564,Delaware,2016,Adopted,female,18-24,0.203075304
1565,Delaware,2016,Adopted,female,25-34,0.248670234
1566,Delaware,2016,Adopted,female,35-44,0.224377575
1567,Delaware,2016,Adopted,female,45-54,0.128502888
1568,Delaware,2016,Adopted,female,55-64,0.140013205
1569,District of Columbia,2016,Adopted,male,< 6,0.468656716
1570,District of Columbia,2016,Adopted,male,6-17,0.50956445
1571,District of Columbia,2016,Adopted,male,18-24,0.246971219
1572,District of Columbia,2016,Adopted,male,25-34,0.165181622
1573,District of Columbia,2016,Adopted,male,35-44,0.159537986
1574,District of Columbia,2016,Adopted,male,45-54,0.178374173
1575,District of Columbia,2016,Adopted,male,55-64,0.343251761
1576,District of Columbia,2016,Adopted,female,< 6,0.42481611
1577,District of Columbia,2016,Adopted,female,6-17,0.54448541
1578,District of Columbia,2016,Adopted,female,18-24,0.247797831
1579,District of Columbia,2016,Adopted,female,25-34,0.206735209
1580,District of Columbia,2016,Adopted,female,35-44,0.257920096
1581,District of Columbia,2016,Adopted,female,45-54,0.300110046
1582,District of Columbia,2016,Adopted,female,55-64,0.333342464
1583,Florida,2016,Not Adopted,male,< 6,0.503523938
1584,Florida,2016,Not Adopted,male,6-17,0.408299897
1585,Florida,2016,Not Adopted,male,18-24,0.138022894
1586,Florida,2016,Not Adopted,male,25-34,0.090487712
1587,Florida,2016,Not Adopted,male,35-44,0.090300692
1588,Florida,2016,Not Adopted,male,45-54,0.097426275
1589,Florida,2016,Not Adopted,male,55-64,0.112469565
1590,Florida,2016,Not Adopted,female,< 6,0.511879944
1591,Florida,2016,Not Adopted,female,6-17,0.406170211
1592,Florida,2016,Not Adopted,female,18-24,0.163535105
1593,Florida,2016,Not Adopted,female,25-34,0.165148715
1594,Florida,2016,Not Adopted,female,35-44,0.142844013
1595,Florida,2016,Not Adopted,female,45-54,0.105640597
1596,Florida,2016,Not Adopted,female,55-64,0.120444541
1597,Georgia,2016,Not Adopted,male,< 6,0.469319117
1598,Georgia,2016,Not Adopted,male,6-17,0.375079207
1599,Georgia,2016,Not Adopted,male,18-24,0.090700509
1600,Georgia,2016,Not Adopted,male,25-34,0.061914745
1601,Georgia,2016,Not Adopted,male,35-44,0.06497703
1602,Georgia,2016,Not Adopted,male,45-54,0.073871288
1603,Georgia,2016,Not Adopted,male,55-64,0.101882349
1604,Georgia,2016,Not Adopted,female,< 6,0.472143901
1605,Georgia,2016,Not Adopted,female,6-17,0.385227301
1606,Georgia,2016,Not Adopted,female,18-24,0.143522361
1607,Georgia,2016,Not Adopted,female,25-34,0.128103933
1608,Georgia,2016,Not Adopted,female,35-44,0.099588882
1609,Georgia,2016,Not Adopted,female,45-54,0.079611431
1610,Georgia,2016,Not Adopted,female,55-64,0.115881707
1611,Hawaii,2016,Adopted,male,< 6,0.329751212
1612,Hawaii,2016,Adopted,male,6-17,0.309916548
1613,Hawaii,2016,Adopted,male,18-24,0.162275916
1614,Hawaii,2016,Adopted,male,25-34,0.133989685
1615,Hawaii,2016,Adopted,male,35-44,0.137345901
1616,Hawaii,2016,Adopted,male,45-54,0.107004274
1617,Hawaii,2016,Adopted,male,55-64,0.117039047
1618,Hawaii,2016,Adopted,female,< 6,0.344845137
1619,Hawaii,2016,Adopted,female,6-17,0.295644752
1620,Hawaii,2016,Adopted,female,18-24,0.202173306
1621,Hawaii,2016,Adopted,female,25-34,0.189572117
1622,Hawaii,2016,Adopted,female,35-44,0.127645677
1623,Hawaii,2016,Adopted,female,45-54,0.127971101
1624,Hawaii,2016,Adopted,female,55-64,0.135884607
1625,Idaho,2016,Adopted,male,< 6,0.467357927
1626,Idaho,2016,Adopted,male,6-17,0.357878269
1627,Idaho,2016,Adopted,male,18-24,0.103031065
1628,Idaho,2016,Adopted,male,25-34,0.089225401
1629,Idaho,2016,Adopted,male,35-44,0.070479908
1630,Idaho,2016,Adopted,male,45-54,0.065814147
1631,Idaho,2016,Adopted,male,55-64,0.063933469
1632,Idaho,2016,Adopted,female,< 6,0.466982409
1633,Idaho,2016,Adopted,female,6-17,0.344880359
1634,Idaho,2016,Adopted,female,18-24,0.141043042
1635,Idaho,2016,Adopted,female,25-34,0.145722594
1636,Idaho,2016,Adopted,female,35-44,0.09999025
1637,Idaho,2016,Adopted,female,45-54,0.083041292
1638,Idaho,2016,Adopted,female,55-64,0.093761829
1639,Illinois,2016,Adopted,male,< 6,0.411683483
1640,Illinois,2016,Adopted,male,6-17,0.370094164
1641,Illinois,2016,Adopted,male,18-24,0.156759277
1642,Illinois,2016,Adopted,male,25-34,0.128123224
1643,Illinois,2016,Adopted,male,35-44,0.118394447
1644,Illinois,2016,Adopted,male,45-54,0.119336126
1645,Illinois,2016,Adopted,male,55-64,0.129550546
1646,Illinois,2016,Adopted,female,< 6,0.422620468
1647,Illinois,2016,Adopted,female,6-17,0.374655552
1648,Illinois,2016,Adopted,female,18-24,0.221068979
1649,Illinois,2016,Adopted,female,25-34,0.222135289
1650,Illinois,2016,Adopted,female,35-44,0.178719132
1651,Illinois,2016,Adopted,female,45-54,0.143981655
1652,Illinois,2016,Adopted,female,55-64,0.144096459
1653,Indiana,2016,Adopted,male,< 6,0.407801062
1654,Indiana,2016,Adopted,male,6-17,0.345190051
1655,Indiana,2016,Adopted,male,18-24,0.123164479
1656,Indiana,2016,Adopted,male,25-34,0.111525529
1657,Indiana,2016,Adopted,male,35-44,0.106791754
1658,Indiana,2016,Adopted,male,45-54,0.100201436
1659,Indiana,2016,Adopted,male,55-64,0.099846375
1660,Indiana,2016,Adopted,female,< 6,0.396025469
1661,Indiana,2016,Adopted,female,6-17,0.327985784
1662,Indiana,2016,Adopted,female,18-24,0.18165016
1663,Indiana,2016,Adopted,female,25-34,0.189774208
1664,Indiana,2016,Adopted,female,35-44,0.154064443
1665,Indiana,2016,Adopted,female,45-54,0.132401329
1666,Indiana,2016,Adopted,female,55-64,0.127308507
1667,Iowa,2016,Adopted,male,< 6,0.41151674
1668,Iowa,2016,Adopted,male,6-17,0.338353011
1669,Iowa,2016,Adopted,male,18-24,0.131244761
1670,Iowa,2016,Adopted,male,25-34,0.145505455
1671,Iowa,2016,Adopted,male,35-44,0.131571072
1672,Iowa,2016,Adopted,male,45-54,0.116176018
1673,Iowa,2016,Adopted,male,55-64,0.118605359
1674,Iowa,2016,Adopted,female,< 6,0.410580884
1675,Iowa,2016,Adopted,female,6-17,0.339761272
1676,Iowa,2016,Adopted,female,18-24,0.198029814
1677,Iowa,2016,Adopted,female,25-34,0.220140649
1678,Iowa,2016,Adopted,female,35-44,0.159693677
1679,Iowa,2016,Adopted,female,45-54,0.130463148
1680,Iowa,2016,Adopted,female,55-64,0.131372222
1681,Kansas,2016,Not Adopted,male,< 6,0.348013136
1682,Kansas,2016,Not Adopted,male,6-17,0.319008494
1683,Kansas,2016,Not Adopted,male,18-24,0.065870038
1684,Kansas,2016,Not Adopted,male,25-34,0.057414981
1685,Kansas,2016,Not Adopted,male,35-44,0.058728361
1686,Kansas,2016,Not Adopted,male,45-54,0.067123231
1687,Kansas,2016,Not Adopted,male,55-64,0.061947445
1688,Kansas,2016,Not Adopted,female,< 6,0.353927502
1689,Kansas,2016,Not Adopted,female,6-17,0.283741317
1690,Kansas,2016,Not Adopted,female,18-24,0.119282128
1691,Kansas,2016,Not Adopted,female,25-34,0.098145519
1692,Kansas,2016,Not Adopted,female,35-44,0.087681206
1693,Kansas,2016,Not Adopted,female,45-54,0.074617491
1694,Kansas,2016,Not Adopted,female,55-64,0.08594846
1695,Kentucky,2016,Adopted,male,< 6,0.481275728
1696,Kentucky,2016,Adopted,male,6-17,0.422729352
1697,Kentucky,2016,Adopted,male,18-24,0.223956563
1698,Kentucky,2016,Adopted,male,25-34,0.221046984
1699,Kentucky,2016,Adopted,male,35-44,0.203443335
1700,Kentucky,2016,Adopted,male,45-54,0.205023882
1701,Kentucky,2016,Adopted,male,55-64,0.196157988
1702,Kentucky,2016,Adopted,female,< 6,0.509428067
1703,Kentucky,2016,Adopted,female,6-17,0.408428392
1704,Kentucky,2016,Adopted,female,18-24,0.302441262
1705,Kentucky,2016,Adopted,female,25-34,0.312953267
1706,Kentucky,2016,Adopted,female,35-44,0.256054925
1707,Kentucky,2016,Adopted,female,45-54,0.239027564
1708,Kentucky,2016,Adopted,female,55-64,0.222020773
1709,Louisiana,2016,Adopted,male,< 6,0.562700999
1710,Louisiana,2016,Adopted,male,6-17,0.501270808
1711,Louisiana,2016,Adopted,male,18-24,0.185367474
1712,Louisiana,2016,Adopted,male,25-34,0.137256793
1713,Louisiana,2016,Adopted,male,35-44,0.116315214
1714,Louisiana,2016,Adopted,male,45-54,0.128683733
1715,Louisiana,2016,Adopted,male,55-64,0.149196839
1716,Louisiana,2016,Adopted,female,< 6,0.544865547
1717,Louisiana,2016,Adopted,female,6-17,0.498622014
1718,Louisiana,2016,Adopted,female,18-24,0.264956877
1719,Louisiana,2016,Adopted,female,25-34,0.234014558
1720,Louisiana,2016,Adopted,female,35-44,0.18501527
1721,Louisiana,2016,Adopted,female,45-54,0.161551689
1722,Louisiana,2016,Adopted,female,55-64,0.176373646
1723,Maine,2016,Adopted,male,< 6,0.37967686
1724,Maine,2016,Adopted,male,6-17,0.320419416
1725,Maine,2016,Adopted,male,18-24,0.140695807
1726,Maine,2016,Adopted,male,25-34,0.124299508
1727,Maine,2016,Adopted,male,35-44,0.132440191
1728,Maine,2016,Adopted,male,45-54,0.122768773
1729,Maine,2016,Adopted,male,55-64,0.148148883
1730,Maine,2016,Adopted,female,< 6,0.399693799
1731,Maine,2016,Adopted,female,6-17,0.324408804
1732,Maine,2016,Adopted,female,18-24,0.168434329
1733,Maine,2016,Adopted,female,25-34,0.218729029
1734,Maine,2016,Adopted,female,35-44,0.171409628
1735,Maine,2016,Adopted,female,45-54,0.140124464
1736,Maine,2016,Adopted,female,55-64,0.154254138
1737,Maryland,2016,Adopted,male,< 6,0.377711987
1738,Maryland,2016,Adopted,male,6-17,0.322706971
1739,Maryland,2016,Adopted,male,18-24,0.163724891
1740,Maryland,2016,Adopted,male,25-34,0.131797066
1741,Maryland,2016,Adopted,male,35-44,0.110076392
1742,Maryland,2016,Adopted,male,45-54,0.101910085
1743,Maryland,2016,Adopted,male,55-64,0.118427608
1744,Maryland,2016,Adopted,female,< 6,0.367099966
1745,Maryland,2016,Adopted,female,6-17,0.300163887
1746,Maryland,2016,Adopted,female,18-24,0.195664684
1747,Maryland,2016,Adopted,female,25-34,0.200988504
1748,Maryland,2016,Adopted,female,35-44,0.148191458
