"","state","year","expansion","gender","age","number"
"1","Alabama",2014,"Not Adopted","male","u6",93818
"2","Alabama",2014,"Not Adopted","male","617",160584
"3","Alabama",2014,"Not Adopted","male","1824",24174
"4","Alabama",2014,"Not Adopted","male","2534",21992
"5","Alabama",2014,"Not Adopted","male","3544",20936
"6","Alabama",2014,"Not Adopted","male","4554",28838
"7","Alabama",2014,"Not Adopted","male","5564",28188
"8","Alabama",2014,"Not Adopted","female","u6",88759
"9","Alabama",2014,"Not Adopted","female","617",155182
"10","Alabama",2014,"Not Adopted","female","1824",39259
"11","Alabama",2014,"Not Adopted","female","2534",49575
"12","Alabama",2014,"Not Adopted","female","3544",34098
"13","Alabama",2014,"Not Adopted","female","4554",40752
"14","Alabama",2014,"Not Adopted","female","5564",41265
"15","Alaska",2014,"Adopted","male","u6",12295
"16","Alaska",2014,"Adopted","male","617",19220
"17","Alaska",2014,"Adopted","male","1824",4287
"18","Alaska",2014,"Adopted","male","2534",4437
"19","Alaska",2014,"Adopted","male","3544",3312
"20","Alaska",2014,"Adopted","male","4554",3369
"21","Alaska",2014,"Adopted","male","5564",4388
"22","Alaska",2014,"Adopted","female","u6",11855
"23","Alaska",2014,"Adopted","female","617",17624
"24","Alaska",2014,"Adopted","female","1824",5971
"25","Alaska",2014,"Adopted","female","2534",7029
"26","Alaska",2014,"Adopted","female","3544",4187
"27","Alaska",2014,"Adopted","female","4554",4246
"28","Alaska",2014,"Adopted","female","5564",3691
"29","Arizona",2014,"Adopted","male","u6",114611
"30","Arizona",2014,"Adopted","male","617",198271
"31","Arizona",2014,"Adopted","male","1824",48257
"32","Arizona",2014,"Adopted","male","2534",61581
"33","Arizona",2014,"Adopted","male","3544",53802
"34","Arizona",2014,"Adopted","male","4554",52881
"35","Arizona",2014,"Adopted","male","5564",50896
"36","Arizona",2014,"Adopted","female","u6",113390
"37","Arizona",2014,"Adopted","female","617",188896
"38","Arizona",2014,"Adopted","female","1824",76583
"39","Arizona",2014,"Adopted","female","2534",98303
"40","Arizona",2014,"Adopted","female","3544",73145
"41","Arizona",2014,"Adopted","female","4554",67139
"42","Arizona",2014,"Adopted","female","5564",61235
"43","Arkansas",2014,"Adopted","male","u6",68696
"44","Arkansas",2014,"Adopted","male","617",117159
"45","Arkansas",2014,"Adopted","male","1824",21576
"46","Arkansas",2014,"Adopted","male","2534",21725
"47","Arkansas",2014,"Adopted","male","3544",19543
"48","Arkansas",2014,"Adopted","male","4554",21660
"49","Arkansas",2014,"Adopted","male","5564",22380
"50","Arkansas",2014,"Adopted","female","u6",64642
"51","Arkansas",2014,"Adopted","female","617",112665
"52","Arkansas",2014,"Adopted","female","1824",30132
"53","Arkansas",2014,"Adopted","female","2534",38815
"54","Arkansas",2014,"Adopted","female","3544",33375
"55","Arkansas",2014,"Adopted","female","4554",30816
"56","Arkansas",2014,"Adopted","female","5564",30941
"57","California",2014,"Adopted","male","u6",692928
"58","California",2014,"Adopted","male","617",1259104
"59","California",2014,"Adopted","male","1824",368496
"60","California",2014,"Adopted","male","2534",375803
"61","California",2014,"Adopted","male","3544",321565
"62","California",2014,"Adopted","male","4554",347583
"63","California",2014,"Adopted","male","5564",334021
"64","California",2014,"Adopted","female","u6",672259
"65","California",2014,"Adopted","female","617",1222496
"66","California",2014,"Adopted","female","1824",453236
"67","California",2014,"Adopted","female","2534",569113
"68","California",2014,"Adopted","female","3544",451637
"69","California",2014,"Adopted","female","4554",421499
"70","California",2014,"Adopted","female","5564",418481
"71","Colorado",2014,"Adopted","male","u6",83468
"72","Colorado",2014,"Adopted","male","617",139850
"73","Colorado",2014,"Adopted","male","1824",32185
"74","Colorado",2014,"Adopted","male","2534",46844
"75","Colorado",2014,"Adopted","male","3544",34071
"76","Colorado",2014,"Adopted","male","4554",32530
"77","Colorado",2014,"Adopted","male","5564",31887
"78","Colorado",2014,"Adopted","female","u6",77711
"79","Colorado",2014,"Adopted","female","617",128871
"80","Colorado",2014,"Adopted","female","1824",46327
"81","Colorado",2014,"Adopted","female","2534",70925
"82","Colorado",2014,"Adopted","female","3544",47952
"83","Colorado",2014,"Adopted","female","4554",40917
"84","Colorado",2014,"Adopted","female","5564",39267
"85","Connecticut",2014,"Adopted","male","u6",49756
"86","Connecticut",2014,"Adopted","male","617",86850
"87","Connecticut",2014,"Adopted","male","1824",25729
"88","Connecticut",2014,"Adopted","male","2534",30950
"89","Connecticut",2014,"Adopted","male","3544",26236
"90","Connecticut",2014,"Adopted","male","4554",33855
"91","Connecticut",2014,"Adopted","male","5564",23177
"92","Connecticut",2014,"Adopted","female","u6",44469
"93","Connecticut",2014,"Adopted","female","617",83341
"94","Connecticut",2014,"Adopted","female","1824",36164
"95","Connecticut",2014,"Adopted","female","2534",55859
"96","Connecticut",2014,"Adopted","female","3544",43000
"97","Connecticut",2014,"Adopted","female","4554",40049
"98","Connecticut",2014,"Adopted","female","5564",30832
"99","Delaware",2014,"Adopted","male","u6",14009
"100","Delaware",2014,"Adopted","male","617",22772
"101","Delaware",2014,"Adopted","male","1824",6958
"102","Delaware",2014,"Adopted","male","2534",6961
"103","Delaware",2014,"Adopted","male","3544",6048
"104","Delaware",2014,"Adopted","male","4554",7554
"105","Delaware",2014,"Adopted","male","5564",6511
"106","Delaware",2014,"Adopted","female","u6",12371
"107","Delaware",2014,"Adopted","female","617",22444
"108","Delaware",2014,"Adopted","female","1824",9092
"109","Delaware",2014,"Adopted","female","2534",11699
"110","Delaware",2014,"Adopted","female","3544",12014
"111","Delaware",2014,"Adopted","female","4554",11525
"112","Delaware",2014,"Adopted","female","5564",8749
"113","District of Columbia",2014,"Adopted","male","u6",12111
"114","District of Columbia",2014,"Adopted","male","617",16072
"115","District of Columbia",2014,"Adopted","male","1824",8473
"116","District of Columbia",2014,"Adopted","male","2534",10930
"117","District of Columbia",2014,"Adopted","male","3544",7323
"118","District of Columbia",2014,"Adopted","male","4554",9459
"119","District of Columbia",2014,"Adopted","male","5564",8914
"120","District of Columbia",2014,"Adopted","female","u6",11978
"121","District of Columbia",2014,"Adopted","female","617",17909
"122","District of Columbia",2014,"Adopted","female","1824",10493
"123","District of Columbia",2014,"Adopted","female","2534",16968
"124","District of Columbia",2014,"Adopted","female","3544",10243
"125","District of Columbia",2014,"Adopted","female","4554",10998
"126","District of Columbia",2014,"Adopted","female","5564",11548
"127","Florida",2014,"Not Adopted","male","u6",330226
"128","Florida",2014,"Not Adopted","male","617",560515
"129","Florida",2014,"Not Adopted","male","1824",99902
"130","Florida",2014,"Not Adopted","male","2534",104301
"131","Florida",2014,"Not Adopted","male","3544",95912
"132","Florida",2014,"Not Adopted","male","4554",116609
"133","Florida",2014,"Not Adopted","male","5564",121599
"134","Florida",2014,"Not Adopted","female","u6",308439
"135","Florida",2014,"Not Adopted","female","617",534753
"136","Florida",2014,"Not Adopted","female","1824",142492
"137","Florida",2014,"Not Adopted","female","2534",196809
"138","Florida",2014,"Not Adopted","female","3544",161672
"139","Florida",2014,"Not Adopted","female","4554",135128
"140","Florida",2014,"Not Adopted","female","5564",139153
"141","Georgia",2014,"Not Adopted","male","u6",198123
"142","Georgia",2014,"Not Adopted","male","617",325119
"143","Georgia",2014,"Not Adopted","male","1824",43278
"144","Georgia",2014,"Not Adopted","male","2534",39763
"145","Georgia",2014,"Not Adopted","male","3544",39775
"146","Georgia",2014,"Not Adopted","male","4554",45287
"147","Georgia",2014,"Not Adopted","male","5564",49729
"148","Georgia",2014,"Not Adopted","female","u6",182894
"149","Georgia",2014,"Not Adopted","female","617",318526
"150","Georgia",2014,"Not Adopted","female","1824",66591
"151","Georgia",2014,"Not Adopted","female","2534",88210
"152","Georgia",2014,"Not Adopted","female","3544",63853
"153","Georgia",2014,"Not Adopted","female","4554",55252
"154","Georgia",2014,"Not Adopted","female","5564",66566
"155","Hawaii",2014,"Adopted","male","u6",19176
"156","Hawaii",2014,"Adopted","male","617",33268
"157","Hawaii",2014,"Adopted","male","1824",10249
"158","Hawaii",2014,"Adopted","male","2534",12062
"159","Hawaii",2014,"Adopted","male","3544",10879
"160","Hawaii",2014,"Adopted","male","4554",7516
"161","Hawaii",2014,"Adopted","male","5564",9781
"162","Hawaii",2014,"Adopted","female","u6",18152
"163","Hawaii",2014,"Adopted","female","617",31299
"164","Hawaii",2014,"Adopted","female","1824",9997
"165","Hawaii",2014,"Adopted","female","2534",18755
"166","Hawaii",2014,"Adopted","female","3544",13413
"167","Hawaii",2014,"Adopted","female","4554",10122
"168","Hawaii",2014,"Adopted","female","5564",9784
"169","Idaho",2014,"Adopted","male","u6",31182
"170","Idaho",2014,"Adopted","male","617",50242
"171","Idaho",2014,"Adopted","male","1824",5461
"172","Idaho",2014,"Adopted","male","2534",7629
"173","Idaho",2014,"Adopted","male","3544",5866
"174","Idaho",2014,"Adopted","male","4554",6574
"175","Idaho",2014,"Adopted","male","5564",6719
"176","Idaho",2014,"Adopted","female","u6",26990
"177","Idaho",2014,"Adopted","female","617",46834
"178","Idaho",2014,"Adopted","female","1824",9558
"179","Idaho",2014,"Adopted","female","2534",13457
"180","Idaho",2014,"Adopted","female","3544",8546
"181","Idaho",2014,"Adopted","female","4554",6870
"182","Idaho",2014,"Adopted","female","5564",9076
"183","Illinois",2014,"Adopted","male","u6",213543
"184","Illinois",2014,"Adopted","male","617",384244
"185","Illinois",2014,"Adopted","male","1824",72842
"186","Illinois",2014,"Adopted","male","2534",84209
"187","Illinois",2014,"Adopted","male","3544",81065
"188","Illinois",2014,"Adopted","male","4554",86770
"189","Illinois",2014,"Adopted","male","5564",75904
"190","Illinois",2014,"Adopted","female","u6",212331
"191","Illinois",2014,"Adopted","female","617",379753
"192","Illinois",2014,"Adopted","female","1824",130686
"193","Illinois",2014,"Adopted","female","2534",184619
"194","Illinois",2014,"Adopted","female","3544",142826
"195","Illinois",2014,"Adopted","female","4554",107210
"196","Illinois",2014,"Adopted","female","5564",93722
"197","Indiana",2014,"Adopted","male","u6",105941
"198","Indiana",2014,"Adopted","male","617",176669
"199","Indiana",2014,"Adopted","male","1824",26749
"200","Indiana",2014,"Adopted","male","2534",26230
"201","Indiana",2014,"Adopted","male","3544",30579
"202","Indiana",2014,"Adopted","male","4554",37923
"203","Indiana",2014,"Adopted","male","5564",32548
"204","Indiana",2014,"Adopted","female","u6",105088
"205","Indiana",2014,"Adopted","female","617",164320
"206","Indiana",2014,"Adopted","female","1824",46649
"207","Indiana",2014,"Adopted","female","2534",65694
"208","Indiana",2014,"Adopted","female","3544",48957
"209","Indiana",2014,"Adopted","female","4554",43816
"210","Indiana",2014,"Adopted","female","5564",40617
"211","Iowa",2014,"Adopted","male","u6",50274
"212","Iowa",2014,"Adopted","male","617",81653
"213","Iowa",2014,"Adopted","male","1824",16438
"214","Iowa",2014,"Adopted","male","2534",21944
"215","Iowa",2014,"Adopted","male","3544",17346
"216","Iowa",2014,"Adopted","male","4554",17885
"217","Iowa",2014,"Adopted","male","5564",18739
"218","Iowa",2014,"Adopted","female","u6",43582
"219","Iowa",2014,"Adopted","female","617",80472
"220","Iowa",2014,"Adopted","female","1824",26421
"221","Iowa",2014,"Adopted","female","2534",35769
"222","Iowa",2014,"Adopted","female","3544",24332
"223","Iowa",2014,"Adopted","female","4554",22347
"224","Iowa",2014,"Adopted","female","5564",22161
"225","Kansas",2014,"Not Adopted","male","u6",49735
"226","Kansas",2014,"Not Adopted","male","617",70964
"227","Kansas",2014,"Not Adopted","male","1824",10155
"228","Kansas",2014,"Not Adopted","male","2534",10561
"229","Kansas",2014,"Not Adopted","male","3544",9983
"230","Kansas",2014,"Not Adopted","male","4554",11220
"231","Kansas",2014,"Not Adopted","male","5564",12005
"232","Kansas",2014,"Not Adopted","female","u6",47384
"233","Kansas",2014,"Not Adopted","female","617",67914
"234","Kansas",2014,"Not Adopted","female","1824",14030
"235","Kansas",2014,"Not Adopted","female","2534",18996
"236","Kansas",2014,"Not Adopted","female","3544",13284
"237","Kansas",2014,"Not Adopted","female","4554",12561
"238","Kansas",2014,"Not Adopted","female","5564",12845
"239","Kentucky",2014,"Adopted","male","u6",84495
"240","Kentucky",2014,"Adopted","male","617",139447
"241","Kentucky",2014,"Adopted","male","1824",33139
"242","Kentucky",2014,"Adopted","male","2534",44697
"243","Kentucky",2014,"Adopted","male","3544",42717
"244","Kentucky",2014,"Adopted","male","4554",52255
"245","Kentucky",2014,"Adopted","male","5564",45473
"246","Kentucky",2014,"Adopted","female","u6",78951
"247","Kentucky",2014,"Adopted","female","617",134453
"248","Kentucky",2014,"Adopted","female","1824",47751
"249","Kentucky",2014,"Adopted","female","2534",64959
"250","Kentucky",2014,"Adopted","female","3544",53807
"251","Kentucky",2014,"Adopted","female","4554",59867
"252","Kentucky",2014,"Adopted","female","5564",56013
"253","Louisiana",2014,"Adopted","male","u6",98899
"254","Louisiana",2014,"Adopted","male","617",175704
"255","Louisiana",2014,"Adopted","male","1824",26362
"256","Louisiana",2014,"Adopted","male","2534",20873
"257","Louisiana",2014,"Adopted","male","3544",22744
"258","Louisiana",2014,"Adopted","male","4554",28185
"259","Louisiana",2014,"Adopted","male","5564",33886
"260","Louisiana",2014,"Adopted","female","u6",96104
"261","Louisiana",2014,"Adopted","female","617",172941
"262","Louisiana",2014,"Adopted","female","1824",44281
"263","Louisiana",2014,"Adopted","female","2534",51975
"264","Louisiana",2014,"Adopted","female","3544",37924
"265","Louisiana",2014,"Adopted","female","4554",39797
"266","Louisiana",2014,"Adopted","female","5564",42815
"267","Maine",2014,"Adopted","male","u6",17001
"268","Maine",2014,"Adopted","male","617",34964
"269","Maine",2014,"Adopted","male","1824",8432
"270","Maine",2014,"Adopted","male","2534",12224
"271","Maine",2014,"Adopted","male","3544",12336
"272","Maine",2014,"Adopted","male","4554",12379
"273","Maine",2014,"Adopted","male","5564",12104
"274","Maine",2014,"Adopted","female","u6",17799
"275","Maine",2014,"Adopted","female","617",31257
"276","Maine",2014,"Adopted","female","1824",12377
"277","Maine",2014,"Adopted","female","2534",22692
"278","Maine",2014,"Adopted","female","3544",15600
"279","Maine",2014,"Adopted","female","4554",13804
"280","Maine",2014,"Adopted","female","5564",13692
"281","Maryland",2014,"Adopted","male","u6",86211
"282","Maryland",2014,"Adopted","male","617",145552
"283","Maryland",2014,"Adopted","male","1824",36425
"284","Maryland",2014,"Adopted","male","2534",41867
"285","Maryland",2014,"Adopted","male","3544",37602
"286","Maryland",2014,"Adopted","male","4554",39911
"287","Maryland",2014,"Adopted","male","5564",36869
"288","Maryland",2014,"Adopted","female","u6",82537
"289","Maryland",2014,"Adopted","female","617",141239
"290","Maryland",2014,"Adopted","female","1824",57777
"291","Maryland",2014,"Adopted","female","2534",78869
"292","Maryland",2014,"Adopted","female","3544",54134
"293","Maryland",2014,"Adopted","female","4554",54126
"294","Maryland",2014,"Adopted","female","5564",41325
"295","Massachusetts",2014,"Adopted","male","u6",83700
"296","Massachusetts",2014,"Adopted","male","617",151154
"297","Massachusetts",2014,"Adopted","male","1824",64194
"298","Massachusetts",2014,"Adopted","male","2534",93049
"299","Massachusetts",2014,"Adopted","male","3544",76674
"300","Massachusetts",2014,"Adopted","male","4554",87643
"301","Massachusetts",2014,"Adopted","male","5564",79798
"302","Massachusetts",2014,"Adopted","female","u6",78642
"303","Massachusetts",2014,"Adopted","female","617",148825
"304","Massachusetts",2014,"Adopted","female","1824",75723
"305","Massachusetts",2014,"Adopted","female","2534",126246
"306","Massachusetts",2014,"Adopted","female","3544",100202
"307","Massachusetts",2014,"Adopted","female","4554",101707
"308","Massachusetts",2014,"Adopted","female","5564",94130
"309","Michigan",2014,"Adopted","male","u6",165374
"310","Michigan",2014,"Adopted","male","617",286480
"311","Michigan",2014,"Adopted","male","1824",71830
"312","Michigan",2014,"Adopted","male","2534",77832
"313","Michigan",2014,"Adopted","male","3544",76732
"314","Michigan",2014,"Adopted","male","4554",85268
"315","Michigan",2014,"Adopted","male","5564",84595
"316","Michigan",2014,"Adopted","female","u6",151593
"317","Michigan",2014,"Adopted","female","617",273802
"318","Michigan",2014,"Adopted","female","1824",108008
"319","Michigan",2014,"Adopted","female","2534",141042
"320","Michigan",2014,"Adopted","female","3544",111858
"321","Michigan",2014,"Adopted","female","4554",103695
"322","Michigan",2014,"Adopted","female","5564",97982
"323","Minnesota",2014,"Adopted","male","u6",68358
"324","Minnesota",2014,"Adopted","male","617",122456
"325","Minnesota",2014,"Adopted","male","1824",33890
"326","Minnesota",2014,"Adopted","male","2534",52720
"327","Minnesota",2014,"Adopted","male","3544",40113
"328","Minnesota",2014,"Adopted","male","4554",41498
"329","Minnesota",2014,"Adopted","male","5564",36079
"330","Minnesota",2014,"Adopted","female","u6",63171
"331","Minnesota",2014,"Adopted","female","617",113515
"332","Minnesota",2014,"Adopted","female","1824",45021
"333","Minnesota",2014,"Adopted","female","2534",75812
"334","Minnesota",2014,"Adopted","female","3544",49631
"335","Minnesota",2014,"Adopted","female","4554",46390
"336","Minnesota",2014,"Adopted","female","5564",40984
"337","Mississippi",2014,"Not Adopted","male","u6",68875
"338","Mississippi",2014,"Not Adopted","male","617",119694
"339","Mississippi",2014,"Not Adopted","male","1824",19772
"340","Mississippi",2014,"Not Adopted","male","2534",14541
"341","Mississippi",2014,"Not Adopted","male","3544",16956
"342","Mississippi",2014,"Not Adopted","male","4554",18519
"343","Mississippi",2014,"Not Adopted","male","5564",26686
"344","Mississippi",2014,"Not Adopted","female","u6",62341
"345","Mississippi",2014,"Not Adopted","female","617",116658
"346","Mississippi",2014,"Not Adopted","female","1824",31567
"347","Mississippi",2014,"Not Adopted","female","2534",36783
"348","Mississippi",2014,"Not Adopted","female","3544",29050
"349","Mississippi",2014,"Not Adopted","female","4554",28053
"350","Mississippi",2014,"Not Adopted","female","5564",34208
"351","Missouri",2014,"Adopted","male","u6",87003
"352","Missouri",2014,"Adopted","male","617",138123
"353","Missouri",2014,"Adopted","male","1824",19922
"354","Missouri",2014,"Adopted","male","2534",21923
"355","Missouri",2014,"Adopted","male","3544",23099
"356","Missouri",2014,"Adopted","male","4554",32136
"357","Missouri",2014,"Adopted","male","5564",33311
"358","Missouri",2014,"Adopted","female","u6",79297
"359","Missouri",2014,"Adopted","female","617",137322
"360","Missouri",2014,"Adopted","female","1824",36598
"361","Missouri",2014,"Adopted","female","2534",47606
"362","Missouri",2014,"Adopted","female","3544",35811
"363","Missouri",2014,"Adopted","female","4554",37885
"364","Missouri",2014,"Adopted","female","5564",38156
"365","Montana",2014,"Adopted","male","u6",15819
"366","Montana",2014,"Adopted","male","617",26635
"367","Montana",2014,"Adopted","male","1824",3250
"368","Montana",2014,"Adopted","male","2534",4503
"369","Montana",2014,"Adopted","male","3544",3632
"370","Montana",2014,"Adopted","male","4554",4508
"371","Montana",2014,"Adopted","male","5564",4834
"372","Montana",2014,"Adopted","female","u6",14983
"373","Montana",2014,"Adopted","female","617",26034
"374","Montana",2014,"Adopted","female","1824",4941
"375","Montana",2014,"Adopted","female","2534",6789
"376","Montana",2014,"Adopted","female","3544",4481
"377","Montana",2014,"Adopted","female","4554",6192
"378","Montana",2014,"Adopted","female","5564",6884
"379","Nebraska",2014,"Adopted","male","u6",26297
"380","Nebraska",2014,"Adopted","male","617",43694
"381","Nebraska",2014,"Adopted","male","1824",6942
"382","Nebraska",2014,"Adopted","male","2534",6050
"383","Nebraska",2014,"Adopted","male","3544",5081
"384","Nebraska",2014,"Adopted","male","4554",5526
"385","Nebraska",2014,"Adopted","male","5564",7006
"386","Nebraska",2014,"Adopted","female","u6",26537
"387","Nebraska",2014,"Adopted","female","617",41786
"388","Nebraska",2014,"Adopted","female","1824",9843
"389","Nebraska",2014,"Adopted","female","2534",13594
"390","Nebraska",2014,"Adopted","female","3544",8855
"391","Nebraska",2014,"Adopted","female","4554",7712
"392","Nebraska",2014,"Adopted","female","5564",9142
"393","Nevada",2014,"Adopted","male","u6",44215
"394","Nevada",2014,"Adopted","male","617",68343
"395","Nevada",2014,"Adopted","male","1824",13368
"396","Nevada",2014,"Adopted","male","2534",17592
"397","Nevada",2014,"Adopted","male","3544",15522
"398","Nevada",2014,"Adopted","male","4554",15690
"399","Nevada",2014,"Adopted","male","5564",18197
"400","Nevada",2014,"Adopted","female","u6",42028
"401","Nevada",2014,"Adopted","female","617",66220
"402","Nevada",2014,"Adopted","female","1824",18284
"403","Nevada",2014,"Adopted","female","2534",31432
"404","Nevada",2014,"Adopted","female","3544",21967
"405","Nevada",2014,"Adopted","female","4554",17512
"406","Nevada",2014,"Adopted","female","5564",21392
"407","New Hampshire",2014,"Adopted","male","u6",12953
"408","New Hampshire",2014,"Adopted","male","617",24385
"409","New Hampshire",2014,"Adopted","male","1824",3873
"410","New Hampshire",2014,"Adopted","male","2534",5347
"411","New Hampshire",2014,"Adopted","male","3544",4467
"412","New Hampshire",2014,"Adopted","male","4554",4931
"413","New Hampshire",2014,"Adopted","male","5564",4079
"414","New Hampshire",2014,"Adopted","female","u6",14005
"415","New Hampshire",2014,"Adopted","female","617",23565
"416","New Hampshire",2014,"Adopted","female","1824",4860
"417","New Hampshire",2014,"Adopted","female","2534",10201
"418","New Hampshire",2014,"Adopted","female","3544",5470
"419","New Hampshire",2014,"Adopted","female","4554",6329
"420","New Hampshire",2014,"Adopted","female","5564",5238
"421","New Jersey",2014,"Adopted","male","u6",117610
"422","New Jersey",2014,"Adopted","male","617",198545
"423","New Jersey",2014,"Adopted","male","1824",42669
"424","New Jersey",2014,"Adopted","male","2534",45857
"425","New Jersey",2014,"Adopted","male","3544",46519
"426","New Jersey",2014,"Adopted","male","4554",52294
"427","New Jersey",2014,"Adopted","male","5564",46895
"428","New Jersey",2014,"Adopted","female","u6",114949
"429","New Jersey",2014,"Adopted","female","617",189222
"430","New Jersey",2014,"Adopted","female","1824",56681
"431","New Jersey",2014,"Adopted","female","2534",88981
"432","New Jersey",2014,"Adopted","female","3544",75272
"433","New Jersey",2014,"Adopted","female","4554",72462
"434","New Jersey",2014,"Adopted","female","5564",59301
"435","New Mexico",2014,"Adopted","male","u6",52655
"436","New Mexico",2014,"Adopted","male","617",89221
"437","New Mexico",2014,"Adopted","male","1824",19487
"438","New Mexico",2014,"Adopted","male","2534",24921
"439","New Mexico",2014,"Adopted","male","3544",21285
"440","New Mexico",2014,"Adopted","male","4554",20591
"441","New Mexico",2014,"Adopted","male","5564",18652
"442","New Mexico",2014,"Adopted","female","u6",47758
"443","New Mexico",2014,"Adopted","female","617",88864
"444","New Mexico",2014,"Adopted","female","1824",28566
"445","New Mexico",2014,"Adopted","female","2534",36415
"446","New Mexico",2014,"Adopted","female","3544",29645
"447","New Mexico",2014,"Adopted","female","4554",23579
"448","New Mexico",2014,"Adopted","female","5564",22860
"449","New York",2014,"Adopted","male","u6",334219
"450","New York",2014,"Adopted","male","617",558669
"451","New York",2014,"Adopted","male","1824",213481
"452","New York",2014,"Adopted","male","2534",246527
"453","New York",2014,"Adopted","male","3544",195365
"454","New York",2014,"Adopted","male","4554",214169
"455","New York",2014,"Adopted","male","5564",196776
"456","New York",2014,"Adopted","female","u6",309161
"457","New York",2014,"Adopted","female","617",529361
"458","New York",2014,"Adopted","female","1824",255154
"459","New York",2014,"Adopted","female","2534",348039
"460","New York",2014,"Adopted","female","3544",280531
"461","New York",2014,"Adopted","female","4554",275237
"462","New York",2014,"Adopted","female","5564",247503
"463","North Carolina",2014,"Adopted","male","u6",180921
"464","North Carolina",2014,"Adopted","male","617",321812
"465","North Carolina",2014,"Adopted","male","1824",56451
"466","North Carolina",2014,"Adopted","male","2534",42151
"467","North Carolina",2014,"Adopted","male","3544",44794
"468","North Carolina",2014,"Adopted","male","4554",48802
"469","North Carolina",2014,"Adopted","male","5564",55337
"470","North Carolina",2014,"Adopted","female","u6",173367
"471","North Carolina",2014,"Adopted","female","617",303484
"472","North Carolina",2014,"Adopted","female","1824",80906
"473","North Carolina",2014,"Adopted","female","2534",87510
"474","North Carolina",2014,"Adopted","female","3544",73206
"475","North Carolina",2014,"Adopted","female","4554",64474
"476","North Carolina",2014,"Adopted","female","5564",66618
"477","North Dakota",2014,"Adopted","male","u6",8610
"478","North Dakota",2014,"Adopted","male","617",10728
"479","North Dakota",2014,"Adopted","male","1824",1587
"480","North Dakota",2014,"Adopted","male","2534",5251
"481","North Dakota",2014,"Adopted","male","3544",2507
"482","North Dakota",2014,"Adopted","male","4554",2109
"483","North Dakota",2014,"Adopted","male","5564",2203
"484","North Dakota",2014,"Adopted","female","u6",9667
"485","North Dakota",2014,"Adopted","female","617",11261
"486","North Dakota",2014,"Adopted","female","1824",4834
"487","North Dakota",2014,"Adopted","female","2534",6763
"488","North Dakota",2014,"Adopted","female","3544",3103
"489","North Dakota",2014,"Adopted","female","4554",3173
"490","North Dakota",2014,"Adopted","female","5564",3000
"491","Ohio",2014,"Adopted","male","u6",183090
"492","Ohio",2014,"Adopted","male","617",323987
"493","Ohio",2014,"Adopted","male","1824",68008
"494","Ohio",2014,"Adopted","male","2534",93175
"495","Ohio",2014,"Adopted","male","3544",84339
"496","Ohio",2014,"Adopted","male","4554",83532
"497","Ohio",2014,"Adopted","male","5564",73342
"498","Ohio",2014,"Adopted","female","u6",175094
"499","Ohio",2014,"Adopted","female","617",306612
"500","Ohio",2014,"Adopted","female","1824",115477
"501","Ohio",2014,"Adopted","female","2534",185935
"502","Ohio",2014,"Adopted","female","3544",135331
"503","Ohio",2014,"Adopted","female","4554",108583
"504","Ohio",2014,"Adopted","female","5564",96883
"505","Oklahoma",2014,"Adopted","male","u6",80294
"506","Oklahoma",2014,"Adopted","male","617",123331
"507","Oklahoma",2014,"Adopted","male","1824",17750
"508","Oklahoma",2014,"Adopted","male","2534",15529
"509","Oklahoma",2014,"Adopted","male","3544",14466
"510","Oklahoma",2014,"Adopted","male","4554",15891
"511","Oklahoma",2014,"Adopted","male","5564",16660
"512","Oklahoma",2014,"Adopted","female","u6",74349
"513","Oklahoma",2014,"Adopted","female","617",118842
"514","Oklahoma",2014,"Adopted","female","1824",29929
"515","Oklahoma",2014,"Adopted","female","2534",33484
"516","Oklahoma",2014,"Adopted","female","3544",23358
"517","Oklahoma",2014,"Adopted","female","4554",20291
"518","Oklahoma",2014,"Adopted","female","5564",22320
"519","Oregon",2014,"Adopted","male","u6",69111
"520","Oregon",2014,"Adopted","male","617",112815
"521","Oregon",2014,"Adopted","male","1824",36539
"522","Oregon",2014,"Adopted","male","2534",45950
"523","Oregon",2014,"Adopted","male","3544",43593
"524","Oregon",2014,"Adopted","male","4554",38832
"525","Oregon",2014,"Adopted","male","5564",38199
"526","Oregon",2014,"Adopted","female","u6",69116
"527","Oregon",2014,"Adopted","female","617",107682
"528","Oregon",2014,"Adopted","female","1824",43369
"529","Oregon",2014,"Adopted","female","2534",67955
"530","Oregon",2014,"Adopted","female","3544",51922
"531","Oregon",2014,"Adopted","female","4554",45363
"532","Oregon",2014,"Adopted","female","5564",46953
"533","Pennsylvania",2014,"Adopted","male","u6",166488
"534","Pennsylvania",2014,"Adopted","male","617",321169
"535","Pennsylvania",2014,"Adopted","male","1824",74024
"536","Pennsylvania",2014,"Adopted","male","2534",72059
"537","Pennsylvania",2014,"Adopted","male","3544",66815
"538","Pennsylvania",2014,"Adopted","male","4554",85470
"539","Pennsylvania",2014,"Adopted","male","5564",83027
"540","Pennsylvania",2014,"Adopted","female","u6",163621
"541","Pennsylvania",2014,"Adopted","female","617",302732
"542","Pennsylvania",2014,"Adopted","female","1824",103956
"543","Pennsylvania",2014,"Adopted","female","2534",138176
"544","Pennsylvania",2014,"Adopted","female","3544",107367
"545","Pennsylvania",2014,"Adopted","female","4554",104990
"546","Pennsylvania",2014,"Adopted","female","5564",95166
"547","Rhode Island",2014,"Adopted","male","u6",14823
"548","Rhode Island",2014,"Adopted","male","617",27608
